County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
St. Lawrence,Canton Friday Farmers' Market,Village Green Park 17 Park St @ Main St.,Village Green Park  Main St.,Canton,NY,13617,Sonja Jenson,3156058133,,Friday  9am-2pm,May 14-October 29,P/M,Y,Y,N,Y,44.59564,-75.16728,"(44.59564, -75.16728)"
Monroe,Curbside Market-Carriage Factory Apts,33 Litchfield St. Rochester,33 Litchfield Street,Rochester,NY,14608,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Tue 1:30pm-2:30pm,June 1-November 23,M,Y,Y,N,Y,43.15396,-77.62575,"(43.15396, -77.62575)"
Cortland,Valley View Farms Farm Stand,"44 James St Homer, at Old Homer House",44 James St,Homer,NY,13077,Joan Franklin,6077493424,,Thursday  1pm-5pm,July 1-October 28,M,Y,N,N,Y,42.63646,-76.18335,"(42.63646, -76.18335)"
Broome,Broome Co Regional Sat Farmers' Market,840 Upper Front St. Binghamton,840 Upper Front St.,Binghamton,NY,13905,Amy Willis,6075845019,http://www.broomecountyregionalmarket.com,Saturday  9am-1pm,Year-round,YR,Y,Y,Y,Y,42.12921,-75.90609,"(42.12921, -75.90609)"
New York,Grass Roots Farmers' Market,"Jackie Robinson Park W 145th St., btwn Edgecomb & Bradhurst Aves.",West 145th St and Edgecombe Ave,New York,NY,10030,Gabrielle Girigorie,2122522113,,Sat/Tue  9am-4pm,July 10-November 27,M,Y,Y,N,Y,40.82365,-73.94385,"(40.82365, -73.94385)"
Kings,Brooklyn Borough Hall Saturday Greenmarket,211 Montague St. Supreme Court Plaza,Court St and Montague St,Brooklyn,NY,11201,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Saturday 8am-4pm,Year-round,YR,Y,Y,N,Y,40.69374,-73.99043,"(40.69374, -73.99043)"
Kings,Fort Greene Park Greenmarket,Washington Park btwn Dekalb Ave. & Willoughby St.,Washington Park and DeKalb Ave,Brooklyn,NY,11205,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/fort-greene,Saturday  8am-3pm,Year-round,YR,Y,Y,N,Y,40.68962,-73.97313,"(40.68962, -73.97313)"
Onondaga,Gillie Brook Farm Stand,6147 Gillie Brook Rd.  Memphis,6147 Gillie Brook Road,Memphis,NY,13112,Robert Nogash,3156723706,http://www.gilliefarms.com,Sunday  9am-3pm,May 31-December 31,M/X,Y,Y,N,Y,43.07172,-76.35375,"(43.07172, -76.35375)"
Rensselaer,Troy Waterfront WINTER Farmers' Market,"new 2020-21 location, 865 2nd Avenue, Troy NY 12182 (the former Price Chopper Plaza)",865 2nd Avenue,Troy,NY,12182,Stephen Ridler,5187084216,http://www.troymarket.org,Saturday  9am-2pm,"Dec 5-March 27, 2021",X/W/P,N,Y,N,Y,42.73196,-73.68893,"(42.73196, -73.68893)"
Genesee,LeRoy Farmers' Market,Trigon Park Route 5 (Main St.),Trigon Park,Le Roy,NY,14482,Mary Margaret Ripley,5852972441,http://www.leroyfarmersmarket.wordpress.com,Saturday  9am-12:30pm,June 12-October 2,M,Y,N,N,Y,42.97756,-77.98592,"(42.97756, -77.98592)"
Wyoming,Farm & Artisan Market at the Villa,Artisan Villa  140 North Main St.  Warsaw,140 North Main Street,Warsaw,NY,14569,Lisa Seewaldt,5857868766,http://www.marketatthevilla.com,Wednesday  2pm-6pm,May 5-October 13,P/M,Y,Y,N,Y,42.74311,-78.13256,"(42.74311, -78.13256)"
Otsego,Morris Farmers' Market,"Guy Rathbon Park 117 Main St., behind Firehouse",Main St and Church St,Morris,NY,13808,Kristina Shields,6072635203,,Thu  2:30pm-5:30pm,May 27-October 28,P/M,Y,N,N,Y,42.54813,-75.24686,"(42.54813, -75.24686)"
Lewis,Roads End Orchards,5044 Crofoot Hill Road,5044 Crofoot Hill Road,Constableville,NY,13325,Matthew Swiernik,3157833695,http://www.roadsendorchards.com,"Mon-Thurs  11am-4pm, , Fri-Sun  12pm-7pm",Year-round,YR,Y,N,N,Y,43.59227,-75.48159,"(43.59227, -75.48159)"
New York,Inwood Greenmarket,"620 Isham St., Isham Park, btwn Seaman Ave. & Cooper St.",Isham St and Seaman St,New York,NY,10034,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/inwood,Saturday  8am-3pm,Year-round,YR,Y,Y,N,Y,40.86988,-73.9209,"(40.86988, -73.9209)"
Nassau,Crossroads Farm Farm Stand,480 Hempstead Ave. Malverne,480 Hempstead Ave,Malverne,NY,11565,Nella Stranieri,5168817900,http://www.xroadsfarmliny.com,"Fri  3pm-6pm;, Sat  9am-2pm; Sun  10am-2pm",July 2-October 30,M,Y,N,N,Y,40.68066,-73.66376,"(40.68066, -73.66376)"
Schenectady,Schenectady City Hall Farmers' Market,"105 Jay Street, City Hall",105 Jay Street,Schenectady,NY,12305,Steve Feeney,5183862225,http://www.schenectadycounty.com/farmersmarket,Thu  9:30am-1:30pm,May 6-October 28,P/M,Y,Y,Y,Y,42.81378,-73.94032,"(42.81378, -73.94032)"
Saratoga,Bowman Orchards Farm Stand,141 Sugarhill Road Rexford,141 Sugarhill Road,Rexford,NY,12148,Kevin Bowman,5188583306,http://www.bowmanorchards.com,"Daily  9am-5pm, Closed Sunday",May 1-December 23,P/M/X,Y,N,N,Y,42.81576,-73.83953,"(42.81576, -73.83953)"
Chautauqua,Fredonia WINTER Farmers' Market,329 East Main St. (Rt 20) Masonic Lodge,321 East Main St. (Rte 20),Fredonia,NY,14063,Rosemary Joy,7164107313,,Saturday 10am-1pm,"Nov 6-May 14, 2022",M/X/W/P,N,Y,N,Y,42.44764,-79.315,"(42.44764, -79.315)"
Herkimer,Dolgeville Farmers' Market,"Plowe Park, Corner of South Main and Cramer Lane",South Helmer Avenue,Dolgeville,NY,13329,Christin Reynolds,3158684557,,Saturday  9am-1pm,June 5-October 9,M,Y,Y,N,Y,43.10057,-74.7755,"(43.10057, -74.7755)"
Monroe,Curbside Market-Andrews Terrace,125 St. Paul St. Rochester,125 Saint Paul Street,Rochester,NY,14604,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Wed  1pm-2:30pm,June 2-November 24,M,Y,Y,N,Y,43.15872,-77.61047,"(43.15872, -77.61047)"
Erie,Clinton Bailey Sat Farmers' Market,"1443-1517 Clinton St. Buffalo, corner of Clinton & Bailey Sts.",Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7162080003,http://www.clintonbaileymarket.com,"Saturday  4am-5pm, Nov-Apr  6am-12pm",Year-round,YR,Y,Y,N,Y,42.87205,-78.81998,"(42.87205, -78.81998)"
Monroe,Curbside Market-Ellison Park Apts,44 Bobrich Drive Rochester,4 Bobrich Drive,Rochester,NY,14610,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Tue 10:30am-11:45am,June 1-November 23,M,Y,Y,N,Y,43.14804,-77.54569,"(43.14804, -77.54569)"
Tompkins,Ithaca Farmers' Market (Steamboat Sun),"Steamboat Landing, 545 Third St. Extension off Rt. 13",545 Third Street,Ithaca,NY,14850,Kelly Sauve,6072737109,http://www.ithacamarket.com,Sunday  10am-2pm,May 2-November 28,P/M/X,Y,Y,Y,Y,42.44958,-76.50782,"(42.44958, -76.50782)"
Orange,Florida NY Farmers' Market,133 N Main St across from Quick Check,133 N Main Street,Florida,NY,10921,Janet Picarelli,8456518310,http://www.floridafarmersmarket.org,Tue 10am-4pm,June 22-Oct 26,M,Y,N,N,Y,41.33775,-74.35873,"(41.33775, -74.35873)"
Monroe,Curbside Market-Plymouth Gardens,1400 S Plymouth Ave. Rochester,1400 S Plymouth Ave.,Rochester,NY,14611,Camille Verbofsky,5854135077,http://www.foodlinkny.org,"Fri 10:30am-11:45pm, closed June 18 & July 2",June 4-November 26,M,Y,Y,N,Y,43.13192,-77.6339,"(43.13192, -77.6339)"
Onondaga,Fayetteville Farmers' Market,Fayetteville Town Ctr 504 Burdick St.,504 Burdick Street,Fayetteville,NY,13066,Lacey Cashman,3013351434,http://www.fayettevillefarmersmarketcny.com,Thur 12pm-6pm,Year-round,YR,Y,N,N,Y,43.02764,-76.01608,"(43.02764, -76.01608)"
Niagara,Niagara Falls City Monday Market,19th St. & Pine Ave.,1800-1808 Pine Ave,Niagara Falls,NY,14301,Victor Muto,7167540798,,Monday  9am-3pm,Year-round,YR,Y,N,N,Y,43.09513,-79.03972,"(43.09513, -79.03972)"
Bronx,Bronx Borough Hall Greenmarket,Suspended for Covid  Grand Concourse btwn 161st & 163rd Sts.,901 Grand Concourse,Bronx,NY,10451,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Tuesday  8am-4pm,June 1-November 23,M,Y,Y,N,Y,40.82715,-73.92276,"(40.82715, -73.92276)"
Erie,MAP Farm Stand,"387 Massachusetts Ave. Buffalo, between Barton & Shields",389 Massachusetts Ave.,Buffalo,NY,14213,Danielle Rovillo,7168825327,http://www.mass-ave.org,Thursdays  3pm-6pm,Year-round,YR,Y,Y,N,Y,42.9128,-78.88774,"(42.9128, -78.88774)"
Kings,Seeds in the Middle Farm Stand-Brownsville,PS 284  213 Osborn St Brooklyn,213 Osborn St,Brooklyn,NY,11212,Nancie Katz,9176973745,,Friday 2pm-5pm,Year-round,YR,N,Y,N,Y,40.66699,-73.90811,"(40.66699, -73.90811)"
Erie,Broadway Farmers' Market,999 Broadway Buffalo parking entrances on Gibson or Lombard St.,999 Broadway,Buffalo,NY,14212,Kathleen Peterson,7168930705,,Mon-Sat  8am-5pm,year-round,YR,N,Y,N,Y,42.893162,-78.837667,"(42.893162, -78.837667)"
Allegany,On the River Farm Stand,7579 Route 19 Belfast,7579 Route 19,Belfast,NY,14711,Stephen Demarte,7165605594,,"Mon-Fri  3pm-6pm, Sat 10am-7pm; Sun 12pm-6pm",June 1-November 15,M,Y,N,N,Y,42.34485,-78.11563,"(42.34485, -78.11563)"
Bronx,New Roots Community Farm Stand,670 Grand Concourse  Bronx,670 Grand Concourse,Bronx,NY,10451,Sheryll Durrant,2123774747,,Tuesday  3pm-7pm,July 6-October 26,M,Y,Y,N,Y,40.82172,-73.92524,"(40.82172, -73.92524)"
Niagara,Huntington Farm Stand I,9715 Ridge Rd. Middleport,9715 Ridge Rd.,Middleport,NY,14105,Dan Huntington,7163930590,,Daily  11am-7pm,June 10-October 15,M,Y,N,N,Y,43.24672,-78.48848,"(43.24672, -78.48848)"
Franklin,JCEO MM-Malone DSS,184 Finney Blvd Malone,184 Finney Blvd,Malone,NY,12953,Richard LaVigne,5183194028,http://www.jceo.org,Friday  11:45am-2pm,June 4-October 1,M,Y,Y,N,Y,44.83873,-74.30102,"(44.83873, -74.30102)"
Franklin,Bickford Acres Farm Stand,10 Maple Drive Ft. Covington,10 Maple Drive,Fort Covington,NY,12937,Kay-Lynn Bickford,5183197105,,"Daily  1pm-4pm, Closed Wed & Sat",July 1-October 1,M,Y,N,N,Y,44.98738,-74.50265,"(44.98738, -74.50265)"
Albany,Veggie Mobile-Koinonia Primary Care,553 Clinton Ave. & N. Lake Ave. Albany,553 Clinton Avenue,Albany,NY,12206,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 2pm-2:45pm,Year-round,YR,Y,Y,Y,Y,42.66508,-73.76804,"(42.66508, -73.76804)"
Oneida,Wagner Farms Farm Stand,5841 Old Oneida Rd. Rome,5841 Old Oneida Rd,Rome,NY,13440,Ronald Wagner,3153395182,http://wagnerfarmsny.com,Daily  10am-6pm,Year-round,YR,Y,N,N,Y,43.1805,-75.50086,"(43.1805, -75.50086)"
Livingston,Lima Presbyterian Church Farmers' Market,"7295 W. Main St., Corner of Route 15A",7295 W. Main St.,Lima,NY,14485,Suzanne Muehleisen,5857529238,,Tuesday  3pm-6pm,June 22-October 26,M,Y,N,N,Y,42.90496,-77.61175,"(42.90496, -77.61175)"
New York,Columbia Thu Greenmarket,Broadway btwn W 114th &  W 115th Sts.,Broadway and West 115th St,New York,NY,10027,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/columbia-th,Thursday  8am-5pm,Year-round,YR,Y,Y,N,Y,40.80731,-73.9643,"(40.80731, -73.9643)"
Sullivan,Mamakating Farmers Market,2948 Route 209 Wurtsboro,2948 Route 209 Wurtsboro,Wurtsboro,NY,12790,Fred Harding,8458202932,http://www.visitmamakating.org,Friday  4pm-7pm,May 28-September 3,P/M,Y,N,N,Y,41.56637,-74.49704,"(41.56637, -74.49704)"
Seneca,Ovid Farmers Market,Main Street Ovid at Three Bears Park,Main Street,Ovid,NY,14521,Patti Paine Battley,3155399251,,Friday  3pm-7pm,June 18-October 1,M,Y,Y,Y,Y,42.67552,-76.82293,"(42.67552, -76.82293)"
Monroe,Curbside Market-Hudson Ridge Tower,401 Seneca Manor Dr. Rochester,401 Seneca Manor Drive,Rochester,NY,14621,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Wed 1:45pm-3pm,June 2-November 24,M,Y,Y,N,Y,43.19309,-77.60324,"(43.19309, -77.60324)"
Greene,Coxsackie Farmers' Market,Coxsackie Boat Launch 1 Betke Blvd,1 Betke Boulevard,Coxsackie,NY,12051,Nikki Bereznak,5817312718,http://www.coxsackiefarmersmarket.org,Wednesday  4pm-7pm,May 19-September 29,P/M,Y,N,N,Y,42.3525,-73.79622,"(42.3525, -73.79622)"
Monroe,North Chili Farmers' Market,Methodist Church  2200 Westside Drive,2200 Westside Dr,North Chili,NY,14514,John Standinger,5852816538,http://www.umcofnorthchili.org,Saturday  8am-1pm,June 12-October 23,M,Y,N,N,Y,43.12648,-77.78969,"(43.12648, -77.78969)"
Columbia,Copake Hillsdale Farmers' Market,Roeliff Jansen Park 9140 Route 22,9140 Route 22,Hillsdale,NY,12529,Diane Creed,5183251430,http://www.copakehillsdalefarmersmarket.com,Saturday  9am-1pm,May 22-November 20,P/M,Y,Y,N,Y,42.17077,-73.51771,"(42.17077, -73.51771)"
Kings,Bushwick Bethel Farm Stand,215 Cooper St. Brooklyn,215 Cooper St.,Brooklyn,NY,11207,Novelette Scott,7188210254,http://www.riseboro.org,Thursday  11am-3pm,June 24-November 18,M,Y,N,N,Y,40.6898,-73.9056,"(40.6898, -73.9056)"
Kings,Carroll Gardens Greenmarket,330 Carroll St. btwn Smith & Court Sts.,Carroll St and Court St,Brooklyn,NY,11231,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/carroll-gardens,Sunday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.68106,-73.99653,"(40.68106, -73.99653)"
Albany,Delmar Tuesday Farmers' Market,"First United Methodist Church Lot, 428 Kenwood Ave.",428 Kenwood Ave,Delmar,NY,12054,Frank Stanton,5187568228,,Tuesday  2:30pm-6pm,May 4-November 23,P/M,Y,N,N,Y,42.62298,-73.83623,"(42.62298, -73.83623)"
Monroe,Curbside Market-Creek House Commons,3000 White Swan Dr. Rochester,3000 White Swan Dr,Rochester,NY,14626,Camille Verbofsky,5854135077,http://www.foodlinkny.org,"Sat 3:45pm-4:45pm, closed June 19, July 3 & Sept 4",June 5-November 27,M,Y,Y,N,Y,43.21894,-77.73798,"(43.21894, -77.73798)"
Delaware,Walton Farmers' Market,Veteran's Plaza  181 Delaware St.,181 Delware Street,Walton,NY,13856,Jeanne Darling,6078656531,http://www.ccedelaware.org,Friday  10am-2pm,July 2-September 24,M,Y,N,N,Y,42.16855,-75.13157,"(42.16855, -75.13157)"
Dutchess,Obercreek Farm Stand,81 New Hamburg Road Wappingers Falls,87 New Hamburg Road,Wappingers Falls,NY,12590,Nina Doig,8452980888,http://www.obercreekfarm.com,"Wed-Fri  10am-6pm, Sat-Sun  10am-5pm",Year-round,YR,Y,Y,N,Y,41.58378,-73.93705,"(41.58378, -73.93705)"
Montgomery,Fort Plain Farm Stand,Parking lot on 12 Willet St. Ft. Plain,12 Willet Street,Fort Plain,NY,13339,Annette Rorick,5189934271,http://www.villageoffortplain.com,Thu/Fri  10am-3pm,June 17-October 15,M,Y,N,N,Y,42.9316,-74.62182,"(42.9316, -74.62182)"
Rensselaer,Capital Roots Produce Project Farm Stand,261 8th Street Troy,261 8th Street,Troy,NY,12180,Nell Roberts,5182748685,http://www.capitalroots.org,"Tuesday  4pm-6pm, Saturday 9am-1pm",May 3-October 30,P/M,Y,Y,Y,Y,42.73697,-73.68247,"(42.73697, -73.68247)"
Lewis,Harrisville Farmers' Market,"Scenic View lot , State Street  Harrisville",State Street and Main Street,Harrisville,NY,13648,Laura La Platney,3157771689,,Saturday  9am-4pm,May 29-October 30,P/M,Y,N,N,Y,44.14849,-75.31571,"(44.14849, -75.31571)"
Nassau,Valley Stream Farmers' Market,"Arthur Hendrickson Park , 123 W Merrick Rd",123 W Merrick Rd,Valley Stream,NY,11580,Ethel Terry,6313233653,,Thursday 7am-1pm,June 10-November 18,M,Y,N,N,Y,40.66599,-73.70221,"(40.66599, -73.70221)"
Chautauqua,Dunkirk Farmers' Market,Dunkirk Senior Center 45 Cliffstar Court,45 Cliffstar Court,Dunkirk,NY,14048,Edward Hayes,7163669876,http://www.cityofdunkirk.com,Wednesday  9am-2pm,June 9-October 13,M,Y,Y,N,Y,42.48481,-79.32751,"(42.48481, -79.32751)"
Franklin,JCEO MM-Tallon's Store,1141 State Rte 122 Constable,1141 State Rte 122,Constable,NY,12926,Richard LaVigne,5183194028,http://www.jceo.org,Tue  12:30pm-2:00pm,June 1-September 28,M,Y,Y,N,Y,44.9233,-74.29372,"(44.9233, -74.29372)"
Onondaga,Syracuse Farm Fresh Mobile Market,"Contact market for locations & times, 315-345-0600",500 West Newell Street,Syracuse,NY,13205,Diane Turner,3153450600,https://ssinterfaithcdc.org/projects/farm-fresh-mobile-market,"Contact market for locations & times, 315-345-0600",Year-round,YR,N,Y,N,Y,43.016878,-76.153714,"(43.016878, -76.153714)"
Oswego,Oswego Farmers' Market,West 1st btwn Bridge & W. Oneida St.,West Bridge St and West 1st St,Oswego,NY,13126,Sara Broadwell,3155915491,,Thu  4:15pm-8pm,June 3-October 7,M,Y,Y,N,Y,43.45656,-76.51127,"(43.45656, -76.51127)"
Westchester,Saint John's Church Farmers' Market,Church Courtyard 1 Hudson St. Yonkers,1 Hudson St,Yonkers,NY,10701,Sara Brody,9149696660,,Thursday  7am-4pm,July 8-October 28,M,Y,N,N,Y,40.93364,-73.89879,"(40.93364, -73.89879)"
New York,Union Square Monday Greenmarket,"31 Union Square W, NW side of Park",Broadway and East 17th St,New York,NY,10003,Siobahn Keys,2127887476,https://www.grownyc.org/greenmarket/manhattan-union-square-w,Monday  8am-6pm,Year-round,YR,Y,Y,N,Y,40.73712,-73.99029,"(40.73712, -73.99029)"
Washington,Cambridge Valley Farmers' Market,24 South Park Street,4 Bro24 South Park Street,Cambridge,NY,12816,Lindsay Fisk,5185389467,http://www.cambridgevalleyfarmersmarket.com,Sunday  10am-2pm,May 23-October 31,P/M,Y,N,N,Y,43.02833,-73.38093,"(43.02833, -73.38093)"
Rockland,Piermont WINTER Farmers' Market,527 Piermont Ave. in M & T Bank lot,527 Piermont Ave,Piermont,NY,10968,Joe Serra,9143934533,https://www.facebook.com/piermontfm,Sunday  10am-2pm,December 5-March 27,X/W,N,N,N,Y,41.04158,-73.91632,"(41.04158, -73.91632)"
Chenango,Sunrise Farms Farm Stand,252 Plymouth-North Norwich Rd.  Plymouth,252 Plymouth-North Norwich Rd.,Plymouth,NY,13832,Kathryn Clemens,6073365834,,"Mon-Fri  9am-5pm, Sunday  9am-2pm",Year-round,YR,Y,N,N,Y,42.62427,-75.59152,"(42.62427, -75.59152)"
Monroe,Brighton Farmers' Market,"Brighton High School lot, 1150 Winton Rd. South",1150 Winton Rd South,Rochester,NY,14618,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Sunday  9am-1pm,May 9-November 21,P/M,Y,Y,Y,Y,43.12204,-77.56808,"(43.12204, -77.56808)"
Niagara,Randy Becken Farm Stand,3302 Upper Mountain Road,3302 Upper Mountain Road,Sanborn,NY,14132,Sarah Becken,7165445255,,"Thu-Sat  10am-6pm, Sunday  11am-3pm",August 12-October 31,M,Y,N,N,Y,43.16543,-78.86239,"(43.16543, -78.86239)"
New York,Tribeca Greenmarket Saturday,315 Greenwich St. at Chambers St,Greenwich St and Chambers St,New York,NY,10023,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/tribeca-sa,Saturday  8am-3pm,Year-round,YR,Y,Y,N,Y,40.7163,-74.01097,"(40.7163, -74.01097)"
Tompkins,Trumansburg Farmers' Market,"Trumansburg Village Park, corner of  Main & 227 Trumansburg",69-71 W Main St.,Trumansburg,NY,14886,Victoria Badalmenti,6073876501,http://www.tburgfarmersmarket.com,Wednesday  4pm-7pm,May 5-October 27,P/M,N,N,N,Y,42.54349,-76.6675,"(42.54349, -76.6675)"
Orleans,Circle R Farm Market,13490 Roosevelt Highway  Waterport,13490 Roosevelt Highway,Waterport,NY,14571,Laurie Gregori,5856824435,,Daily  9am-8pm,May 1-October 15,P/M,Y,N,N,Y,43.36049,-78.24848,"(43.36049, -78.24848)"
Monroe,The Mall at Greece Ridge Thu Farmers' Market,271 Greece Ridge Center Drive  Rochester,271 Greece Ridge Center Drive,Rochester,NY,14626,Melanie Fazio,5852251140,http://www.themallatgreeceridge.com,Thursday  8am-2pm,June 10-October 28,M,Y,N,N,Y,43.20677,-77.69406,"(43.20677, -77.69406)"
St. Lawrence,Potsdam Farmers' Market,Main St. near Ives Park adjacent to Clarkson Inn,Main St and Union St,Potsdam,NY,13676,Jennifer McAvoy,3155282454,,Saturday  9am-2pm,May 15-October 30,P/M,Y,Y,N,Y,44.66865,-74.98493,"(44.66865, -74.98493)"
Onondaga,Central NY Sunday Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Rachael Ristau,3154228647,http://www.cnyrma.com,Sunday  7am-2pm,Year-round,YR,Y,Y,Y,Y,43.07269,-76.16835,"(43.07269, -76.16835)"
Suffolk,Three Village Farmers Market,93 North Country Rd Setauket,93 North Country Rd,Setaucet,NY,11733,Linda Johnson,6319017151,https://www.tvmobilemarket.com,Friday 3pm-7pm,May 14-October 8,M,Y,N,N,Y,40.93391,-73.11775,"(40.93391, -73.11775)"
Rockland,Nyack WINTER Farmers' Market,Nyack Center 58 Depew Ave. Inside,"56 Depew Ave, NY",Nyack,NY,10960,Pam Moskowitz,8454943408,http://www.nyackchamber.org,Thursday  8am-2pm,January 3-March 28,W,N,Y,N,Y,41.089496,-73.919311,"(41.089496, -73.919311)"
Wayne,LaMora Farms Farm Stand,5925 Ontario Center Rd.  Ontario,5925 Ontario Center Road,Ontario,NY,14519,Lindsay LaMora,5857348904,http://www.lamorafarms.com,Daily  7am-7pm,June 15-November 1,M,Y,N,N,Y,43.21573,-77.30373,"(43.21573, -77.30373)"
Orange,Village of Monroe Farmers' Market,"Park & Ride Commuter Lot , Millpond Parkway",68 Millpond Pkwy,Monroe,NY,10950,Tony Romagnino,8437072819,,Sunday  9am-2pm,June 6-October 31,M,Y,N,N,Y,41.32983,-74.189196,"(41.32983, -74.189196)"
Dutchess,Dykeman Farm Farm Stand,31 Dykeman Lane Pawling,31 Dykeman Lane,Pawling,NY,12564,Amanda Dykeman,8458326068,http://www.dykemanfarm.com,Daily  9am-6pm,July 1-October 31,M,Y,N,N,Y,41.62739,-73.60795,"(41.62739, -73.60795)"
Bronx,"Learn it, Grow it, Eat it  GrowNYC Farm Stand",169th St. & Boston Rd. at McKinley Square,E. 169th St. and Boston Rd.,Bronx,NY,10456,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Wednesday  8am-3pm,July 7-November 17,M,Y,Y,N,Y,40.83121,-73.90022,"(40.83121, -73.90022)"
Albany,Veggie Mobile-Center for Disability,700 South Pearl Street Albany,700 South Pearl Street,Albany,NY,12202,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 12:15pm-1pm,Year-round,YR,Y,Y,Y,Y,42.63003,-73.76585,"(42.63003, -73.76585)"
Erie,Hamburg Farmers' Market,45 Church St. Hamburg,45 Church St.,Hamburg,NY,14075,Jamie Decker,7166497917,,Saturday  7:30am-1pm,May 2-October 31,P/M,Y,N,N,Y,42.71677,-78.82994,"(42.71677, -78.82994)"
Fulton,Broadalbin Farmers' Market,3687 Highway 30 Broadalbin,3687 Highway 30,Broadalbin,NY,12025,Michael Tillson,5188829306,http://www.fmfma.org,Friday 3pm-6pm,June 11-October 1,M,Y,N,N,Y,43.04809,-74.2173,"(43.04809, -74.2173)"
Cattaraugus,South Dayton Farmers' Market,Village Square Park  Rt 322 & Park St,Rt 322 and Park st.,South Dayton,NY,14138,Karen Strickland,7166729004,,Saturday  9am-3pm,May 1-November 20,P/M,Y,N,N,Y,42.3609,-79.04925,"(42.3609, -79.04925)"
Cattaraugus,Little Valley Farmers' Market,103 Rock City Street  Little Valley NY,103 Rock City Street,Little Valley,NY,14475,Tina Armstrong,7162006946,,Thursday  2pm-6pm,June 3-October 28,M,Y,N,N,Y,42.2489,-78.7989,"(42.2489, -78.7989)"
Erie,Westside Tilth Market Farm Stand,246 Normal Ave. Buffalo,246 Normal Ave.,Buffalo,NY,14213,Carrie Nader,7163616591,http://www.westsidetilth.com,Sat  10am-3pm,June 5-November 20,M,Y,N,N,Y,42.90687,-78.88899,"(42.90687, -78.88899)"
Madison,Cottage Lawn Farmers' Market,"435 Main St. Oneida, Madison Co. Historical Society",435 Main St.,Oneida,NY,13421,Colleen Donahue,3153634136,http://www.mchsfarmersmarket.org,Tuesday  3pm-7pm,May 25-August 31,P/M,Y,N,N,Y,43.08719,-75.64705,"(43.08719, -75.64705)"
Ontario,Curbside Market-Trolley Station Apts,2464 Co Rd 28 Canandaigua,2464 Co Rd 28,Canandaigua,NY,14424,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Tue 1pm-2pm,June 1-November 23,M,Y,Y,N,Y,42.9118,-77.29036,"(42.9118, -77.29036)"
Queens,Queens County Farm-Jamaica Hospital Farm Stand,134-20 Jamaica Avenue Richmond Hill,134-20 Jamaica Avenue,Richmond Hill,NY,11418,Anne Mastrogiacomo,7183473276,http://www.queensfarm.org,Friday  10:30am-3:30pm,June 18-November 5,M,Y,N,N,Y,40.70134,-73.81631,"(40.70134, -73.81631)"
New York,Bowling Green Tuesday Greenmarket,1 Bowling Green,1 Bowling Green,New York,NY,10004,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/bowling-green-tu,Tuesday  8am-5pm,Year-round,YR,Y,Y,N,Y,40.70454,-74.01418,"(40.70454, -74.01418)"
Sullivan,Sullivan Fresh Market on the Move-PHS,"50 Community Lane Liberty, Public Health Services WIC Clinic",50 Community Lane,Liberty,NY,12754,Melinda Meddaugh,8452926180,,Wednesday 11am-1pm,June 2-October 27,M,Y,Y,N,Y,41.79551,-74.71228,"(41.79551, -74.71228)"
Chenango,Lamb's Quarters Organic Farm Stand,213 Pierce Rd.  Plymouth,213 Pierce Road,Plymouth,NY,13832,Sandy Pierce,6073344928,http://www.lambsquarterorganicfarm.com,"Daily  12pm-6pm, Closed  Wed & Sat",Year-round,YR,Y,Y,N,Y,42.60058,-75.59991,"(42.60058, -75.59991)"
Columbia,New Lebanon Virtual Farmers' Market,502 State Rte 20/Columbia Pike,516 NYS Route 20,New Lebanon,NY,12125,Joshua Young,9174881061,,Sunday  10am-2pm,Year-round,YR,N,Y,N,Y,42.46715,-73.3917,"(42.46715, -73.3917)"
